<CdSiteHydro>,<LbSiteHydro>,<Annee>,<TypeCampObservations>,<DtRealObservation>,<LbRsObservationDpt>,<RsObservationDpt>,<LbRsObservationNat>,<RsObservationNat>,<NomEntiteHydrographique>,<CdTronconHydrographique>,<LbCommune>,<CdCommune>,<CdDepartement>,<LbRegion>,<NomCircAdminBassin>,<CoordXSiteHydro>,<CoordYSiteHydro>,<ProjCoordSiteHydro>,FLG
H1560001,L'Ardre à Coutagnon,2014,usuelle,2014-08-26,Ecoulement visible acceptable,1a,Ecoulement visible,1,L'Ardre,H15-0420,COURTAGNON,51190,51,CHAMPAGNE-ARDENNE,SEINE-NORMANDIE,769124.329291141,6894157.4104772,26,FLG
K5530002,le Craon à BENGY-SUR-CRAON,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Craon,K5534000,BENGY-SUR-CRAON,18027,18,CENTRE,LOIRE-BRETAGNE,679630.520880572,6656348.40537732,26,FLG
K6510001,le Fouzon à Nohant-En-Graçay,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Fouzon,K65-0300,NOHANT-EN-GRACAY,18167,18,CENTRE,LOIRE-BRETAGNE,616543.667932076,6669246.57269849,26,FLG
K6180001,l'Herbon à Massay,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Herbon,K6184800,MASSAY,18140,18,CENTRE,LOIRE-BRETAGNE,623538.7,6672206.5,26,FLG
K5490901,la Margelle à Villeneuve-Sur-Cher,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Margelle,K5494000,VILLENEUVE-SUR-CHER,18285,18,CENTRE,LOIRE-BRETAGNE,640189.720649741,6661668.14945399,26,FLG
K5470001,le Trian à Saint-Symphorien,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Trian,K5474000,SAINT-SYMPHORIEN,18236,18,CENTRE,LOIRE-BRETAGNE,647661.7,6634887.5,26,FLG
K6080001,le ruisseau de Villiers à Montlouis,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Etang Villiers,K6084000,MONTLOUIS,18152,18,CENTRE,LOIRE-BRETAGNE,641959.1,6631658,26,FLG
K6102431,le Nouzet à Chezal-Benoit,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Nouzet,K6104900,CHEZAL-BENOIT,18065,18,CENTRE,LOIRE-BRETAGNE,632510.504216043,6635730.83031547,26,FLG
K6072401,le rio Baril à Saint-Hilaire-En-Lignières,2014,usuelle,2014-07-24,Ecoulement visible faible,1f,Ecoulement visible,1,le riau baril,K6074500,SAINT-HILAIRE-EN-LIGNIERES,18216,18,CENTRE,LOIRE-BRETAGNE,636944.5,6627069,26,FLG
K6050001,la Goutte Noire à Chateaumeillant,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Goutte Noire,K6054300,CHATEAUMEILLANT,18057,18,CENTRE,LOIRE-BRETAGNE,637412.1,6604203,26,FLG
K6050002,le ruisseau de Sept Fonds à Chateaumeillant,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Sept Fonds,K6054800,CHATEAUMEILLANT,18057,18,CENTRE,LOIRE-BRETAGNE,638782.8,6604411.5,26,FLG
K6050003,la Riolette à Saint-Jeanvrin,2014,usuelle,2014-07-24,Ecoulement visible faible,1f,Ecoulement visible,1,la Riollette,K6055600,SAINT-JEANVRIN,18217,18,CENTRE,LOIRE-BRETAGNE,643525.605821491,6608262.08347594,26,FLG
K6034001,le Portefeuille à Saint-Maur,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Portefeuille,K6034000,SAINT-MAUR,18225,18,CENTRE,LOIRE-BRETAGNE,644288.114307738,6606234.51876554,26,FLG
K5440001,la Loubière à Saulzais-Le-Potiers,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Loubière,K5444000,SAULZAIS-LE-POTIER,18245,18,CENTRE,LOIRE-BRETAGNE,662007.2,6609547,26,FLG
K5260002,le Boeuf à Epineuil-Le-Fleuriel,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Boeuf,K5267500,EPINEUIL-LE-FLEURIEL,18089,18,CENTRE,LOIRE-BRETAGNE,667359.271200268,6606821.3437989,26,FLG
K5660001,la Rampenne à Plaimpied-Givaudins,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Rampenne,K5664000,PLAIMPIED-GIVAUDINS,18180,18,CENTRE,LOIRE-BRETAGNE,654494.876966374,6659690.62079677,26,FLG
K5653011,l'Auron à Saint-Just,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Auron,K56-0300,SAINT-JUST,18218,18,CENTRE,LOIRE-BRETAGNE,662538.212777123,6654708.69067847,26,FLG
K5600001,le ruisseau du Moulin de la Font à Bessais-Le-Fromental,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Moulin de la Font,K5604300,BESSAIS-LE-FROMENTAL,18029,18,CENTRE,LOIRE-BRETAGNE,684579.843467803,6627794.52779786,26,FLG
P7460001,Le Goulour à Saint-Martin-de-Coux,2014,usuelle,2014-08-25,Assec,3,Assec,3,Le Goulor,P7460500,SAINT-MARTIN-DE-COUX,17366,17,POITOU-CHARENTES,ADOUR-GARONNE,456656.042897476,6453845.09734171,26,FLG
K3640001,le ruisseau de l'Etang Bernot à Neuvy-Le-Barrois,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,ruisseau de l'étang bernot,K3647100,NEUVY-LE-BARROIS,18164,18,CENTRE,LOIRE-BRETAGNE,703848.147232652,6639694.34380943,26,FLG
K4013011,le Luisant à Germigny-L'Exempt,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,ruisseau le luisant,K4018000,GERMIGNY-L'EXEMPT,18101,18,CENTRE,LOIRE-BRETAGNE,692281.880081397,6646651.4113626,26,FLG
K5520001,l'Airain à Cornusse,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Airin,K55-0300,CORNUSSE,18072,18,CENTRE,LOIRE-BRETAGNE,681738.170290202,6649310.1619596,26,FLG
K5510001,l'Yèvre à Avord,2014,usuelle,2014-07-24,Assec,3,Assec,3,l'Yèvre,K5--0230,FARGES-EN-SEPTAINE,18092,18,CENTRE,LOIRE-BRETAGNE,673570.6,6660320,26,FLG
K5510002,le Villabon à Farges-En-Septaine,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Villabon,K5514600,FARGES-EN-SEPTAINE,18092,18,CENTRE,LOIRE-BRETAGNE,673443.2,6665372,26,FLG
K5500002,ruisseau de la Prairie des Bulles à Villabon,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,ruisseau de la prairie des bulles,K5503950,VILLABON,18282,18,CENTRE,LOIRE-BRETAGNE,677976.6,6665584,26,FLG
K5500001,le ruisseau de Gron à Baugy,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Yèvre,K5--0230,BAUGY,18023,18,CENTRE,LOIRE-BRETAGNE,678240.21429707,6665429.74688332,26,FLG
K4073111,le Ragnon à Lugny-Champagne,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Ragnon,K4075400,LUGNY-CHAMPAGNE,18132,18,CENTRE,LOIRE-BRETAGNE,686336.478891187,6676392.22323172,26,FLG
K4073112,la Planche-Godard à Vinon,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Boisseau,K4077500,VINON,18287,18,CENTRE,LOIRE-BRETAGNE,684909.125953112,6685860.61443271,26,FLG
K5560002,la Douée,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le ru,K5564800,MOROGUES,18156,18,CENTRE,LOIRE-BRETAGNE,671759.03846871,6681708.99181907,26,FLG
K5554581,l'Ouatier à Rians,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,"",K5554700,RIANS,18194,18,CENTRE,LOIRE-BRETAGNE,670917.993199047,6677310.55691032,26,FLG
K5560001,le Colin aux Aix-d'Angillon,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Colin,K5564200,LES AIX-D'ANGILLON,18003,18,CENTRE,LOIRE-BRETAGNE,667531.452728418,6677986.18775798,26,FLG
K5560004,ruisseau de Pisse-Vieille à Soulangis,2014,usuelle,2014-07-24,Assec,3,Assec,3,le Pisse Vieille,K5566940,SOULANGIS,18253,18,CENTRE,LOIRE-BRETAGNE,663712.5,6676281,26,FLG
K5560003,ruisseau de Marcillie à Soulangis,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Langis,K5566200,SOULANGIS,18253,18,CENTRE,LOIRE-BRETAGNE,663319.7,6675914.5,26,FLG
K6350001,le Dillon à Parassy,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Dillon,K6354400,PARASSY,18176,18,CENTRE,LOIRE-BRETAGNE,665667.142284144,6685858.01976597,26,FLG
K6300002,le ruisseau de la Ferrière à Neuilly-En-Sancerre,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,ruisseau de la ferrière,K6304400,NEUILLY-EN-SANCERRE,18162,18,CENTRE,LOIRE-BRETAGNE,674635.6,6688300,26,FLG
K4130001,la Balance à Sury-Près-Léré,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Balance,K4134200,SURY-PRES-LERE,18257,18,CENTRE,LOIRE-BRETAGNE,688872.4,6708700,26,FLG
K6300001,la Balance à Jars,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Balance,K6306900,JARS,18117,18,CENTRE,LOIRE-BRETAGNE,676624.5,6698425.5,26,FLG
K6334011,la Nère à Ivoy-Le-Pré,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Nère,K6334000,IVOY-LE-PRE,18115,18,CENTRE,LOIRE-BRETAGNE,667762.9,6696871.5,26,FLG
K6360001,le Moquart à la Chapelle-d'Angillon,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Moquari,K6364900,LA CHAPELLE-D'ANGILLON,18047,18,CENTRE,LOIRE-BRETAGNE,656469.5,6695477.5,26,FLG
K6440001,la Rère à Ménétréol-Sur-Sauldre,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,la Rère,K64-0300,MENETREOL-SUR-SAULDRE,18147,18,CENTRE,LOIRE-BRETAGNE,646007.6309375,6702992.76328125,26,FLG
K5720001,le Barangeon à Méry-Es-Bois,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Barangeon,K57-0300,MERY-ES-BOIS,18149,18,CENTRE,LOIRE-BRETAGNE,650360.874425053,6688089.72926349,26,FLG
K5740002,le ruisseau du Gué à Vignoux-Sur-Barangeon,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Gué,K5744900,VIGNOUX-SUR-BARANGEON,18281,18,CENTRE,LOIRE-BRETAGNE,641002.494788559,6678307.8194196,26,FLG
K5740001,le ruisseau des Fontaines à Allouis,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,le Croulas,K5744000,ALLOUIS,18005,18,CENTRE,LOIRE-BRETAGNE,642323.4,6677435,26,FLG
K5702321,L'Annain à Mehun-Sur-Yèvre ,2014,usuelle,2014-07-24,Ecoulement visible acceptable,1a,Ecoulement visible,1,l'Annain,K5705800,ALLOUIS,18005,18,CENTRE,LOIRE-BRETAGNE,644355.5,6672516.5,26,FLG
P7400001,Le Larmet à Saint-Aigulin,2014,usuelle,2014-08-25,Assec,3,Assec,3,Le Larmet,P7400540,SAINT-AIGULIN,17309,17,POITOU-CHARENTES,ADOUR-GARONNE,463722.860726159,6459123.29439836,26,FLG
P7410001,La Mame à Boscamnant,2014,usuelle,2014-08-25,Ecoulement non visible,2,Ecoulement non visible,2,La Mame,P7410500,BOSCAMNANT,17055,17,POITOU-CHARENTES,ADOUR-GARONNE,460634.097320126,6461052.88786373,26,FLG
P7430001,La Mozenne à Saint-Aigulin,2014,usuelle,2014-08-25,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Mozenne,P7430500,SAINT-AIGULIN,17309,17,POITOU-CHARENTES,ADOUR-GARONNE,457782.349416531,6455316.89460285,26,FLG
P8074011,Le Mouzon à Montguyon,2014,usuelle,2014-08-25,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Mouzon,P8070500,MONTGUYON,17241,17,POITOU-CHARENTES,ADOUR-GARONNE,451772.407659568,6458954.53781728,26,FLG
P8074012,Le Mouzon à Neuvicq,2014,usuelle,2014-08-25,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Mouzon,P8070500,NEUVICQ,17260,17,POITOU-CHARENTES,ADOUR-GARONNE,449847.296713788,6465786.99566145,26,FLG
P8050001,La Cluzenne à Fouilloux,2014,usuelle,2014-08-25,Ecoulement visible faible,1f,Ecoulement visible,1,La Cluzenne,P8050660,LE FOUILLOUX,17167,17,POITOU-CHARENTES,ADOUR-GARONNE,455016.068842444,6463277.01714711,26,FLG
P8050002,Le Palais à Fouilloux,2014,usuelle,2014-08-25,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Palais,P80-0430,NEUVICQ,17260,17,POITOU-CHARENTES,ADOUR-GARONNE,453694.914643873,6463746.47257665,26,FLG
P8012512,Le Lary à Chevanceaux,2014,usuelle,2014-08-25,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Lary,P80-0400,CHEVANCEAUX,17104,17,POITOU-CHARENTES,ADOUR-GARONNE,448702.349069273,6471453.28912811,26,FLG
P8240001,Le Meudon à Bedenac,2014,usuelle,2014-08-25,Ecoulement visible acceptable,1a,Ecoulement visible,1,Le Meudon,P8240500,BEDENAC,17038,17,POITOU-CHARENTES,ADOUR-GARONNE,440401.259892867,6456184.41183115,26,FLG
Y5616213,La Miagne au Rouret,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,La Miagne,Y5610580,LE ROURET,6112,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1024389.5,6295240.5,26,FLG
Y5535711,Le Riou au pont de la RD509,2014,usuelle,2014-08-25,Assec,3,Assec,3,Le Riou,Y5530500,AURIBEAU-SUR-SIAGNE,6007,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1015943.57395046,6286586.98638547,26,FLG
Y5505411,Le vallon de Maupas à l'ancienne carrière,2014,usuelle,2014-08-25,Assec,3,Assec,3,Le vallon de Maupas,Y5502060,MANDELIEU-LA-NAPOULE,6079,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1016014.5,6276692.5,26,FLG
Y6536611,Le ruisseau de Ciambairo en amont de sa cofluence avec le Careï,2014,usuelle,2014-08-25,Ecoulement non visible,2,Ecoulement non visible,2,Le ruisseau de Ciambaïro,Y6531200,CASTILLON,6036,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1060694.3,6313033.5,26,FLG
Y6600001,La Levensa à la Brigue,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,La Levensa,Y6600600,LA BRIGUE,6162,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1069910.57365348,6340199.26595562,26,FLG
Y6620002,La Bendola en amont de sa confluence avec la Roya,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,La Bendola,Y6620540,SAORGE,6132,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1064601.00309964,6330784.41260978,26,FLG
Y6620001,Le vallon de Cayros à Cayrosina,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le vallon de Caïros,Y6620500,SAORGE,6132,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1063190.03528151,6332178.75430891,26,FLG
Y6635012,Le Merlanson à Sospel,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le Merlanson,Y6630640,SOSPEL,6136,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1057274.8,6318429.5,26,FLG
Y6635011,Le vallon de Guiou au pont de la RD2566,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le vallon de Guiou,Y6630600,SOSPEL,6136,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1054899.4,6320283.5,26,FLG
Y6517012,Le Redebraus à Touët-de-l'Escarène,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le Redebraus,Y6510540,TOUET-DE-L'ESCARENE,6142,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1051027.03607655,6315219.05961628,26,FLG
Y6517011,Le Paillon de Contes à Contes,2014,usuelle,2014-08-25,Ecoulement non visible,2,Ecoulement non visible,2,Le Paillon de Contes,Y6510600,CONTES,6048,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1046633.31838828,6311054.85028647,26,FLG
Y6520001,Le Paillon à Nice,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le Paillon,Y65-0400,LA TRINITE,6149,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1046434.80024432,6302307.41278905,26,FLG
Y6435831,Le ruisseau de Ciavarlina au pont de la RD17,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le ruisseau de Ciavarlina,Y6430540,TOUDON,6141,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1030768.1,6315788.5,26,FLG
Y6125011,Le riou Blanc à l'ancien pont de la RD2202,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le riou Blanc,Y6120520,VILLARS-SUR-VAR,6158,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1026204.3,6323797,26,FLG
Y6442021,Le vallon de Saint-Blaise au pont de la RD202,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le vallon de Saint-Blaise,Y6440520,SAINT-MARTIN-DU-VAR,6126,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1038068.46365831,6309202.72966735,26,FLG
Y6334051,Le vallon de la Peïra au pont de la RD19,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le vallon de la Peïra,"",UTELLE,6151,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1042604.67422625,6321810.02202246,26,FLG
Y6320002,Le riou du Figaret au pont de la RD473,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le riou du Figaret,Y6320600,UTELLE,6151,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1042978.1,6325638.5,26,FLG
Y6320001,Le riou de Lantosque à Lantosque,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le riou de Lantosque,Y6320540,LANTOSQUE,6074,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1045575.64619298,6329042.45876015,26,FLG
Y6310001,Le vallon des Imberts à Roquebilière,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le vallon des Imberts,"",ROQUEBILLIERE,6103,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1044539.26124299,6332930.55495928,26,FLG
Y6300001,Le vallon de Salèse à Saint-Martin-Vésubie,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le vallon de Salèse,"",SAINT-MARTIN-VESUBIE,6127,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1041637.71196588,6345113.92389075,26,FLG
Y6100001,Le torrent de Mairola au pont de la RD16,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le torrent de Mairola,Y6100580,AUVARE,6008,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1011664,6326529,26,FLG
Y6115033,Le vallon de Pierlas en amont de sa confluence avec le Cians,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le vallon de Pierlas,Y6110600,PIERLAS,6096,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1020460.82424235,6331165.23391001,26,FLG
Y6115032,Le ruisseau de Raton au pont de la RD28,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le ruisseau de Raton,Y6110580,BEUIL,6016,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1018563.06020858,6334761.48528467,26,FLG
Y6115031,Le Cians à la passerelle de l'Ablé,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le Cians,Y6110500,BEUIL,6016,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1019141.1943373,6337877.18347874,26,FLG
Y6234022,Le vallon Gros au pont de la RD2265,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le vallon Gros,Y6231720,VALDEBLORE,6153,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1033541.44599807,6339443.34087773,26,FLG
F6630001,Gondoire à Gouvernes,2014,usuelle,2014-08-26,Ecoulement visible acceptable,1a,Ecoulement visible,1,La Gondoire,F6630600,GOUVERNES,77209,77,ILE-DE-FRANCE,SEINE-NORMANDIE,678201.1,6862326,26,FLG
Y6205811,Le vallon du Bourguet au pont de la RD2205,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le vallon du Bourguet,"",SAINT-ETIENNE-DE-TINEE,6120,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1016186.41678838,6355429.68421836,26,FLG
Y6205812,Le torrent de Vens au pont de la RD64,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le torrent de Vens,Y6200560,SAINT-ETIENNE-DE-TINEE,6120,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1011374.5052111,6363942.71881947,26,FLG
Y6012011,Le vallon des Roberts au pont de la RD2202,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le vallon des Roberts,Y6010580,GUILLAUMES,6071,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1008803.85959094,6338644.53070403,26,FLG
Y6002032,Le Bourdous à Entraunes,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le Bourdous,Y6000540,ENTRAUNES,6056,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,999657.634755816,6350460.91133663,26,FLG
Y6002031,Le ruisseau de Sanguinière en aval de sa confluence avec le ruisseau du Garret,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le ruisseau de Sanguinière,Y6000500,ENTRAUNES,6056,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1000012.92814347,6356670.9160115,26,FLG
Y5605811,La Brague à Biot,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,La Brague,Y5600520,BIOT,6018,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1030570.12723503,6289180.68382813,26,FLG
Y6234021,Le vallon de Ginouire en amont de sa confluence avec la Tinée,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,Le vallon de Ginouire,Y6230620,LA TOUR,6144,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1033983.35258873,6324514.61607176,26,FLG
Y5625111,La Cagne au pont des Salles,2014,usuelle,2014-08-25,Ecoulement visible,1,Ecoulement visible,1,La Cagne,Y5620500,LA GAUDE,6065,06,PROVENCE-ALPES-COTE-D'AZUR,RHONE-MEDITERRANEE-CORSE,1033847.21127403,6297756.92368238,26,FLG
J6010001,ruisseau du pont du roch,2014,usuelle,2014-08-27,Ecoulement visible,1,Ecoulement visible,1,"",J6015000,LANGUIDIC,56101,56,BRETAGNE,LOIRE-BRETAGNE,237872.1259375,6763970.0690625,26,FLG
J8310001,ruisseau des cinq chemins,2014,usuelle,2014-08-27,Ecoulement visible,1,Ecoulement visible,1,"",J8315700,LES FORGES,56059,56,BRETAGNE,LOIRE-BRETAGNE,285939.3303125,6784940.18156251,26,FLG
J5712111,ruisseau de pont couedic,2014,usuelle,2014-08-27,Ecoulement visible,1,Ecoulement visible,1,"",J5716400,LANVAUDAN,56104,56,BRETAGNE,LOIRE-BRETAGNE,233288.3009375,6771341.0171875,26,FLG
J8823011,ruisseau de brambien,2014,usuelle,2014-08-27,Ecoulement visible,1,Ecoulement visible,1,"",J8824800,PLUHERLIN,56171,56,BRETAGNE,LOIRE-BRETAGNE,301160.8065625,6749085.6490625,26,FLG
J5000001,ruisseau de keryvon,2014,usuelle,2014-08-27,Ecoulement visible,1,Ecoulement visible,1,"",J5007000,PERSQUEN,56156,56,BRETAGNE,LOIRE-BRETAGNE,235898.4196875,6785485.3528125,26,FLG
J6020001,kergroix,2014,usuelle,2014-08-27,Ecoulement visible,1,Ecoulement visible,1,"",J6024800,PLUVIGNER,56177,56,BRETAGNE,LOIRE-BRETAGNE,247011.3553125,6764339.8784375,26,FLG
J6030001,ruisseau de calavret,2014,usuelle,2014-08-27,Ecoulement visible,1,Ecoulement visible,1,le Calavret,J6035300,PLOEMEL,56161,56,BRETAGNE,LOIRE-BRETAGNE,242608.8678125,6748583.9715625,26,FLG
J6510001,ruisseau de tremeret,2014,usuelle,2014-08-27,Ecoulement visible,1,Ecoulement visible,1,le Trémeret,J6514400,AMBON,56002,56,BRETAGNE,LOIRE-BRETAGNE,283032.0390625,6735998.2321875,26,FLG
J9320001,ruisseau de kersampe,2014,usuelle,2014-08-27,Ecoulement visible,1,Ecoulement visible,1,"",J9326200,MARZAN,56126,56,BRETAGNE,LOIRE-BRETAGNE,298327.8715625,6727453.1159375,26,FLG
J5524011,ruisseau de lann er gal,2014,usuelle,2014-08-27,Ecoulement visible,1,Ecoulement visible,1,ruisseau de lann-er-gal,J5525600,GUERN,56076,56,BRETAGNE,LOIRE-BRETAGNE,242843.6771875,6790465.9015625,26,FLG
J5606811,runio,2014,usuelle,2014-08-27,Ecoulement visible,1,Ecoulement visible,1,le Runio,J5605500,NAIZIN,56144,56,BRETAGNE,LOIRE-BRETAGNE,268669.5609375,6784274.23968751,26,FLG
J4700001,ruiseau de roz millet,2014,usuelle,2014-08-27,Ecoulement visible,1,Ecoulement visible,1,ruisseau de roz milet,J4--0201,LANGONNET,56100,56,BRETAGNE,LOIRE-BRETAGNE,223097.4615625,6802103.3471875,26,FLG
